Date/Time,Electricity:Facility [J](TimeStep),InteriorEquipment:Electricity [J](TimeStep),InteriorLights:Electricity [J](TimeStep),Electricity:Facility [J](Hourly),InteriorEquipment:Electricity [J](Hourly),InteriorLights:Electricity [J](Hourly),Electricity:Facility [J](Daily),InteriorEquipment:Electricity [J](Daily),InteriorLights:Electricity [J](Daily),Electricity:Facility [J](Monthly),InteriorEquipment:Electricity [J](Monthly),InteriorLights:Electricity [J](Monthly),Electricity:Facility [J](RunPeriod),InteriorEquipment:Electricity [J](RunPeriod),InteriorLights:Electricity [J](RunPeriod),DistrictCooling:Facility [J](Hourly),DistrictHeating:Facility [J](Hourly),Carbon Equivalent:Facility [kg](Hourly),DistrictCooling:Facility [J](Daily),DistrictHeating:Facility [J](Daily),Carbon Equivalent:Facility [kg](Daily),DistrictCooling:Facility [J](Monthly),DistrictHeating:Facility [J](Monthly),Carbon Equivalent:Facility [kg](Monthly),DistrictCooling:Facility [J](RunPeriod),DistrictHeating:Facility [J](RunPeriod),Carbon Equivalent:Facility [kg](RunPeriod),DistrictCooling:Facility [J](TimeStep),DistrictHeating:Facility [J](TimeStep),Carbon Equivalent:Facility [kg](TimeStep) 
 01/03  24:00:00,0.0,0.0,0.0,0.0,0.0,0.0,13569187.5,11759962.5,1809225.0,,,,,,,0.0,2876979.8611811299,0.0,0.0,69354253.17902218,0.0,,,,,,,0.0,1438938.068321857,0.0 
 01/04  00:30:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1348629.984233398,0.0 
 01/04  01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,2697687.163489136,0.0,,,,,,,,,,0.0,1349057.1792557382,0.0 
 01/04  01:30:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1354159.387568041,0.0 
 01/04  02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,2705055.3864609387,0.0,,,,,,,,,,0.0,1350895.9988928978,0.0 
 01/04  02:30:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1353599.3826816837,0.0 
 01/04  03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,2709900.851149616,0.0,,,,,,,,,,0.0,1356301.4684679325,0.0 
 01/04  03:30:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1358301.6220822079,0.0 
 01/04  04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,2718540.517167668,0.0,,,,,,,,,,0.0,1360238.8950854603,0.0 
 01/04  04:30:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1361361.0991264957,0.0 
 01/04  05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,2723761.578193359,0.0,,,,,,,,,,0.0,1362400.4790668633,0.0 
 01/04  05:30:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1361724.1313414472,0.0 
 01/04  06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,2722725.22180505,0.0,,,,,,,,,,0.0,1361001.0904636032,0.0 
 01/04  06:30:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1360541.2760015724,0.0 
 01/04  07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,2720576.4611580094,0.0,,,,,,,,,,0.0,1360035.1851564367,0.0 
 01/04  07:30:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1575441.7027076684,0.0 
 01/04  08:00:00,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,3164006.0550260359,0.0,,,,,,,,,,0.0,1588564.3523183673,0.0 
 01/04  08:30:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1795641.3547423806,0.0 
 01/04  09:00:00,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,3593846.7393216679,0.0,,,,,,,,,,0.0,1798205.3845792872,0.0 
 01/04  09:30:00,452306.25,452306.25,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1644950.6502264855,0.0 
 01/04  10:00:00,452306.25,452306.25,0.0,904612.5,904612.5,0.0,,,,,,,,,,0.0,3272140.9314697666,0.0,,,,,,,,,,0.0,1627190.281243281,0.0 
 01/04  10:30:00,452306.25,452306.25,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1390162.574547897,0.0 
 01/04  11:00:00,452306.25,452306.25,0.0,904612.5,904612.5,0.0,,,,,,,,,,0.0,2745683.2374475367,0.0,,,,,,,,,,0.0,1355520.6628996393,0.0 
 01/04  11:30:00,452306.25,452306.25,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1326341.3609098406,0.0 
 01/04  12:00:00,452306.25,452306.25,0.0,904612.5,904612.5,0.0,,,,,,,,,,0.0,2624163.0900256608,0.0,,,,,,,,,,0.0,1297821.72911582,0.0 
 01/04  12:30:00,452306.25,452306.25,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1273615.3616332596,0.0 
 01/04  13:00:00,452306.25,452306.25,0.0,904612.5,904612.5,0.0,,,,,,,,,,0.0,2523862.326652424,0.0,,,,,,,,,,0.0,1250246.9650191644,0.0 
 01/04  13:30:00,452306.25,452306.25,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1231030.039155536,0.0 
 01/04  14:00:00,452306.25,452306.25,0.0,904612.5,904612.5,0.0,,,,,,,,,,0.0,2443610.6411742365,0.0,,,,,,,,,,0.0,1212580.6020187003,0.0 
 01/04  14:30:00,452306.25,452306.25,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1204793.366835127,0.0 
 01/04  15:00:00,452306.25,452306.25,0.0,904612.5,904612.5,0.0,,,,,,,,,,0.0,2402540.38021865,0.0,,,,,,,,,,0.0,1197747.013383523,0.0 
 01/04  15:30:00,452306.25,452306.25,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1201398.3663060223,0.0 
 01/04  16:00:00,452306.25,452306.25,0.0,904612.5,904612.5,0.0,,,,,,,,,,0.0,2406831.7560214439,0.0,,,,,,,,,,0.0,1205433.3897154218,0.0 
 01/04  16:30:00,452306.25,452306.25,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1225721.3842028648,0.0 
 01/04  17:00:00,452306.25,452306.25,0.0,904612.5,904612.5,0.0,,,,,,,,,,0.0,2471270.560776423,0.0,,,,,,,,,,0.0,1245549.1765735585,0.0 
 01/04  17:30:00,452306.25,452306.25,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1364605.416305792,0.0 
 01/04  18:00:00,452306.25,452306.25,0.0,904612.5,904612.5,0.0,,,,,,,,,,0.0,2746906.166229121,0.0,,,,,,,,,,0.0,1382300.7499233289,0.0 
 01/04  18:30:00,633228.75,452306.25,180922.5,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1442992.6711289366,0.0 
 01/04  19:00:00,633228.75,452306.25,180922.5,1266457.5,904612.5,361845.0,,,,,,,,,,0.0,2918420.5659853045,0.0,,,,,,,,,,0.0,1475427.8948563678,0.0 
 01/04  19:30:00,633228.75,452306.25,180922.5,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1614866.4697973007,0.0 
 01/04  20:00:00,633228.75,452306.25,180922.5,1266457.5,904612.5,361845.0,,,,,,,,,,0.0,3267460.150692328,0.0,,,,,,,,,,0.0,1652593.680895027,0.0 
 01/04  20:30:00,633228.75,452306.25,180922.5,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1805945.9909472867,0.0 
 01/04  21:00:00,633228.75,452306.25,180922.5,1266457.5,904612.5,361845.0,,,,,,,,,,0.0,3664841.610747746,0.0,,,,,,,,,,0.0,1858895.6198004594,0.0 
 01/04  21:30:00,633228.75,452306.25,180922.5,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1894612.9683032842,0.0 
 01/04  22:00:00,633228.75,452306.25,180922.5,1266457.5,904612.5,361845.0,,,,,,,,,,0.0,3825278.4680391896,0.0,,,,,,,,,,0.0,1930665.499735905,0.0 
 01/04  22:30:00,180922.5,0.0,180922.5,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1770979.355785935,0.0 
 01/04  23:00:00,180922.5,0.0,180922.5,361845.0,0.0,361845.0,,,,,,,,,,0.0,3558996.850875579,0.0,,,,,,,,,,0.0,1788017.495089644,0.0 
 01/04  23:30:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1665862.1384347799,0.0 
 01/04  24:00:00,0.0,0.0,0.0,0.0,0.0,0.0,13569187.5,11759962.5,1809225.0,,,,,,,0.0,3338974.501069815,0.0,0.0,69967081.21119669,0.0,,,,,,,0.0,1673112.3626350354,0.0 
 01/05  00:30:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1561854.0771010335,0.0 
 01/05  01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,3113364.260451773,0.0,,,,,,,,,,0.0,1551510.18335074,0.0 
 01/05  01:30:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1558750.3905942834,0.0 
 01/05  02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,3124451.529817925,0.0,,,,,,,,,,0.0,1565701.1392236418,0.0 
 01/05  02:30:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1585849.679248285,0.0 
 01/05  03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,3191741.1890595175,0.0,,,,,,,,,,0.0,1605891.5098112324,0.0 
 01/05  03:30:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1615128.3349884025,0.0 
 01/05  04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,3239311.9119801188,0.0,,,,,,,,,,0.0,1624183.5769917165,0.0 
 01/05  04:30:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1620905.161254187,0.0 
 01/05  05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,3238649.741150666,0.0,,,,,,,,,,0.0,1617744.5798964787,0.0 
 01/05  05:30:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1625750.555732172,0.0 
 01/05  06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,3259824.1950154958,0.0,,,,,,,,,,0.0,1634073.6392833237,0.0 
 01/05  06:30:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1641681.9331513849,0.0 
 01/05  07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,3290943.859781504,0.0,,,,,,,,,,0.0,1649261.9266301194,0.0 
 01/05  07:30:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1849262.2507026252,0.0 
 01/05  08:00:00,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,3696516.5653432838,0.0,,,,,,,,,,0.0,1847254.3146406585,0.0 
 01/05  08:30:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2059299.0938727838,0.0 
 01/05  09:00:00,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,4114430.057834127,0.0,,,,,,,,,,0.0,2055130.9639613433,0.0 
 01/05  09:30:00,452306.25,452306.25,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1908878.24532801,0.0 
 01/05  10:00:00,452306.25,452306.25,0.0,904612.5,904612.5,0.0,,,,,,,,,,0.0,3779034.2886092078,0.0,,,,,,,,,,0.0,1870156.0432811978,0.0 
 01/05  10:30:00,452306.25,452306.25,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1600537.2531199745,0.0 
 01/05  11:00:00,452306.25,452306.25,0.0,904612.5,904612.5,0.0,,,,,,,,,,0.0,3137965.6536983458,0.0,,,,,,,,,,0.0,1537428.4005783713,0.0 
 01/05  11:30:00,452306.25,452306.25,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1485658.318616387,0.0 
 01/05  12:00:00,452306.25,452306.25,0.0,904612.5,904612.5,0.0,,,,,,,,,,0.0,2920575.252690387,0.0,,,,,,,,,,0.0,1434916.9340740003,0.0 
 01/05  12:30:00,452306.25,452306.25,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1388281.2757525957,0.0 
 01/05  13:00:00,452306.25,452306.25,0.0,904612.5,904612.5,0.0,,,,,,,,,,0.0,2729506.655687781,0.0,,,,,,,,,,0.0,1341225.3799351855,0.0 
 01/05  13:30:00,452306.25,452306.25,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1308829.6331999566,0.0 
 01/05  14:00:00,452306.25,452306.25,0.0,904612.5,904612.5,0.0,,,,,,,,,,0.0,2587804.4961853057,0.0,,,,,,,,,,0.0,1278974.8629853489,0.0 
 01/05  14:30:00,452306.25,452306.25,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1260223.4901120826,0.0 
 01/05  15:00:00,452306.25,452306.25,0.0,904612.5,904612.5,0.0,,,,,,,,,,0.0,2503977.709518899,0.0,,,,,,,,,,0.0,1243754.2194068165,0.0 
 01/05  15:30:00,452306.25,452306.25,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1244154.443853874,0.0 
 01/05  16:00:00,452306.25,452306.25,0.0,904612.5,904612.5,0.0,,,,,,,,,,0.0,2496589.526452264,0.0,,,,,,,,,,0.0,1252435.0825983897,0.0 
 01/05  16:30:00,452306.25,452306.25,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1265502.7867241677,0.0 
 01/05  17:00:00,452306.25,452306.25,0.0,904612.5,904612.5,0.0,,,,,,,,,,0.0,2539019.8048387079,0.0,,,,,,,,,,0.0,1273517.01811454,0.0 
 01/05  17:30:00,452306.25,452306.25,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1390687.138304959,0.0 
 01/05  18:00:00,452306.25,452306.25,0.0,904612.5,904612.5,0.0,,,,,,,,,,0.0,2796791.976389069,0.0,,,,,,,,,,0.0,1406104.83808411,0.0 
 01/05  18:30:00,633228.75,452306.25,180922.5,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1446122.6471589939,0.0 
 01/05  19:00:00,633228.75,452306.25,180922.5,1266457.5,904612.5,361845.0,,,,,,,,,,0.0,2903925.8791541645,0.0,,,,,,,,,,0.0,1457803.2319951705,0.0 
 01/05  19:30:00,633228.75,452306.25,180922.5,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1567474.008108256,0.0 
 01/05  20:00:00,633228.75,452306.25,180922.5,1266457.5,904612.5,361845.0,,,,,,,,,,0.0,3143757.4885487679,0.0,,,,,,,,,,0.0,1576283.480440512,0.0 
 01/05  20:30:00,633228.75,452306.25,180922.5,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1695549.6217459816,0.0 
 01/05  21:00:00,633228.75,452306.25,180922.5,1266457.5,904612.5,361845.0,,,,,,,,,,0.0,3409407.9859581796,0.0,,,,,,,,,,0.0,1713858.3642121982,0.0 
 01/05  21:30:00,633228.75,452306.25,180922.5,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1727310.5929611717,0.0 
 01/05  22:00:00,633228.75,452306.25,180922.5,1266457.5,904612.5,361845.0,,,,,,,,,,0.0,3468139.623234738,0.0,,,,,,,,,,0.0,1740829.0302735666,0.0 
 01/05  22:30:00,180922.5,0.0,180922.5,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1601329.1060683435,0.0 
 01/05  23:00:00,180922.5,0.0,180922.5,361845.0,0.0,361845.0,,,,,,,,,,0.0,3226314.0733589178,0.0,,,,,,,,,,0.0,1624984.9672905743,0.0 
 01/05  23:30:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1524131.8709368124,0.0 
 01/05  24:00:00,0.0,0.0,0.0,0.0,0.0,0.0,13569187.5,11759962.5,1809225.0,,,,,,,0.0,3076899.117115375,0.0,0.0,74988942.84187454,0.0,,,,,,,0.0,1552767.2461785628,0.0 
 01/06  00:30:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1436231.3272696948,0.0 
 01/06  01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,2856359.4362144644,0.0,,,,,,,,,,0.0,1420128.1089447695,0.0 
 01/06  01:30:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1392950.1998278623,0.0 
 01/06  02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,2758674.885297458,0.0,,,,,,,,,,0.0,1365724.685469596,0.0 
 01/06  02:30:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1346310.9358813179,0.0 
 01/06  03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,2673138.6266626387,0.0,,,,,,,,,,0.0,1326827.6907813207,0.0 
 01/06  03:30:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1337616.6239165457,0.0 
 01/06  04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,2685957.1374203825,0.0,,,,,,,,,,0.0,1348340.513503837,0.0 
 01/06  04:30:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1402489.8089167323,0.0 
 01/06  05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,2859204.0415299965,0.0,,,,,,,,,,0.0,1456714.2326132642,0.0 
 01/06  05:30:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1479675.6629531063,0.0 
 01/06  06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,2982643.4227879785,0.0,,,,,,,,,,0.0,1502967.7598348719,0.0 
 01/06  06:30:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1487446.212211162,0.0 
 01/06  07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,2959856.3401765257,0.0,,,,,,,,,,0.0,1472410.1279653635,0.0 
 01/06  07:30:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1665317.733545018,0.0 
 01/06  08:00:00,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,3320939.698526009,0.0,,,,,,,,,,0.0,1655621.964980991,0.0 
 01/06  08:30:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1857312.7877240529,0.0 
 01/06  09:00:00,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,3712827.7762866399,0.0,,,,,,,,,,0.0,1855514.988562587,0.0 
 01/06  09:30:00,452306.25,452306.25,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1700524.0899966732,0.0 
 01/06  10:00:00,452306.25,452306.25,0.0,904612.5,904612.5,0.0,,,,,,,,,,0.0,3377186.2011502964,0.0,,,,,,,,,,0.0,1676662.1111536229,0.0 
 01/06  10:30:00,452306.25,452306.25,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1424658.3335750602,0.0 
 01/06  11:00:00,452306.25,452306.25,0.0,904612.5,904612.5,0.0,,,,,,,,,,0.0,2799572.2866848546,0.0,,,,,,,,,,0.0,1374913.9531097944,0.0 
 01/06  11:30:00,452306.25,452306.25,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1295948.181119185,0.0 
 01/06  12:00:00,452306.25,452306.25,0.0,904612.5,904612.5,0.0,,,,,,,,,,0.0,2512393.004449633,0.0,,,,,,,,,,0.0,1216444.8233304478,0.0 
 01/06  12:30:00,452306.25,452306.25,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1174356.9494686495,0.0 
 01/06  13:00:00,452306.25,452306.25,0.0,904612.5,904612.5,0.0,,,,,,,,,,0.0,2308060.8063829748,0.0,,,,,,,,,,0.0,1133703.8569143252,0.0 
 01/06  13:30:00,452306.25,452306.25,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1119346.4036551077,0.0 
 01/06  14:00:00,452306.25,452306.25,0.0,904612.5,904612.5,0.0,,,,,,,,,,0.0,2225277.4917814328,0.0,,,,,,,,,,0.0,1105931.088126325,0.0 
 01/06  14:30:00,452306.25,452306.25,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1107232.4005086739,0.0 
 01/06  15:00:00,452306.25,452306.25,0.0,904612.5,904612.5,0.0,,,,,,,,,,0.0,2216566.6748197975,0.0,,,,,,,,,,0.0,1109334.2743111237,0.0 
 01/06  15:30:00,452306.25,452306.25,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1115624.574270404,0.0 
 01/06  16:00:00,452306.25,452306.25,0.0,904612.5,904612.5,0.0,,,,,,,,,,0.0,2237729.356714038,0.0,,,,,,,,,,0.0,1122104.7824436345,0.0 
 01/06  16:30:00,452306.25,452306.25,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1134221.1066216767,0.0 
 01/06  17:00:00,452306.25,452306.25,0.0,904612.5,904612.5,0.0,,,,,,,,,,0.0,2280581.0298384136,0.0,,,,,,,,,,0.0,1146359.9232167369,0.0 
 01/06  17:30:00,452306.25,452306.25,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1259962.001094139,0.0 
 01/06  18:00:00,452306.25,452306.25,0.0,904612.5,904612.5,0.0,,,,,,,,,,0.0,2532238.5037602849,0.0,,,,,,,,,,0.0,1272276.5026661459,0.0 
 01/06  18:30:00,633228.75,452306.25,180922.5,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1314105.230090823,0.0 
 01/06  19:00:00,633228.75,452306.25,180922.5,1266457.5,904612.5,361845.0,,,,,,,,,,0.0,2641872.784237257,0.0,,,,,,,,,,0.0,1327767.5541464342,0.0 
 01/06  19:30:00,633228.75,452306.25,180922.5,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1451120.7603696325,0.0 
 01/06  20:00:00,633228.75,452306.25,180922.5,1266457.5,904612.5,361845.0,,,,,,,,,,0.0,2924898.242608609,0.0,,,,,,,,,,0.0,1473777.4822389768,0.0 
 01/06  20:30:00,633228.75,452306.25,180922.5,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1580606.692033392,0.0 
 01/06  21:00:00,633228.75,452306.25,180922.5,1266457.5,904612.5,361845.0,,,,,,,,,,0.0,3167026.9396506536,0.0,,,,,,,,,,0.0,1586420.2476172616,0.0 
 01/06  21:30:00,633228.75,452306.25,180922.5,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1590313.330609797,0.0 
 01/06  22:00:00,633228.75,452306.25,180922.5,1266457.5,904612.5,361845.0,,,,,,,,,,0.0,3184808.886302281,0.0,,,,,,,,,,0.0,1594495.5556924842,0.0 
 01/06  22:30:00,180922.5,0.0,180922.5,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1445660.1403792899,0.0 
 01/06  23:00:00,180922.5,0.0,180922.5,361845.0,0.0,361845.0,,,,,,,,,,0.0,2896017.711867609,0.0,,,,,,,,,,0.0,1450357.5714883193,0.0 
 01/06  23:30:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1329561.8155575458,0.0 
 01/06  24:00:00,0.0,0.0,0.0,0.0,0.0,0.0,13569187.5,11759962.5,1809225.0,,,,,,,0.0,2667597.176960143,0.0,0.0,66781428.46211037,0.0,,,,,,,0.0,1338035.361402597,0.0 
 01/07  00:30:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1235963.0149741064,0.0 
 01/07  01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,2470516.890771568,0.0,,,,,,,,,,0.0,1234553.8757974613,0.0 
 01/07  01:30:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1245356.2381958105,0.0 
 01/07  02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,2501432.5711646529,0.0,,,,,,,,,,0.0,1256076.3329688425,0.0 
 01/07  02:30:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1253345.2439904977,0.0 
 01/07  03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,2503833.7404249876,0.0,,,,,,,,,,0.0,1250488.4964344898,0.0 
 01/07  03:30:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1245898.3648019792,0.0 
 01/07  04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,2487055.5180060744,0.0,,,,,,,,,,0.0,1241157.153204095,0.0 
 01/07  04:30:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1240935.2537951107,0.0 
 01/07  05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,2481376.9509293057,0.0,,,,,,,,,,0.0,1240441.697134195,0.0 
 01/07  05:30:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1239638.6419752762,0.0 
 01/07  06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,2478468.6909107139,0.0,,,,,,,,,,0.0,1238830.0489354374,0.0 
 01/07  06:30:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1235535.9148233017,0.0 
 01/07  07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,2467722.9990026389,0.0,,,,,,,,,,0.0,1232187.0841793372,0.0 
 01/07  07:30:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1239798.5266735638,0.0 
 01/07  08:00:00,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,2487257.357960484,0.0,,,,,,,,,,0.0,1247458.8312869203,0.0 
 01/07  08:30:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1243569.393584948,0.0 
 01/07  09:00:00,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,2482258.3612884536,0.0,,,,,,,,,,0.0,1238688.9677035053,0.0 
 01/07  09:30:00,452306.25,452306.25,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1687218.5008707077,0.0 
 01/07  10:00:00,452306.25,452306.25,0.0,904612.5,904612.5,0.0,,,,,,,,,,0.0,3363929.3129103465,0.0,,,,,,,,,,0.0,1676710.8120396385,0.0 
 01/07  10:30:00,452306.25,452306.25,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1674685.6785187247,0.0 
 01/07  11:00:00,452306.25,452306.25,0.0,904612.5,904612.5,0.0,,,,,,,,,,0.0,3347495.3045730607,0.0,,,,,,,,,,0.0,1672809.6260543359,0.0 
 01/07  11:30:00,452306.25,452306.25,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1670690.8181136547,0.0 
 01/07  12:00:00,452306.25,452306.25,0.0,904612.5,904612.5,0.0,,,,,,,,,,0.0,3339500.2774961416,0.0,,,,,,,,,,0.0,1668809.4593824866,0.0 
 01/07  12:30:00,452306.25,452306.25,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1672488.7346030689,0.0 
